,date,price ($/Gal)
1069,2018-11-28,1.742
1070,2018-11-27,1.787
1071,2018-11-26,1.778
1072,2018-11-21,1.86
1073,2018-11-20,1.877
1074,2018-11-19,1.986
1075,2018-11-16,1.969
1076,2018-11-15,1.943
1077,2018-11-14,1.978
1078,2018-11-13,1.95
1079,2018-11-12,2.033
1080,2018-11-09,2.057
1081,2018-11-08,2.067
1082,2018-11-07,2.147
1083,2018-11-06,2.108
1084,2018-11-05,2.109
1085,2018-11-02,2.086
1086,2018-11-01,2.114
1087,2018-10-31,2.158
1088,2018-10-30,2.173
1089,2018-10-29,2.19
1090,2018-10-26,2.22
1091,2018-10-25,2.193
1092,2018-10-24,2.157
1093,2018-10-23,2.163
1094,2018-10-22,2.247
1095,2018-10-19,2.229
1096,2018-10-18,2.217
1097,2018-10-17,2.23
1098,2018-10-16,2.255
1099,2018-10-15,2.241
1100,2018-10-12,2.237
1101,2018-10-11,2.244
1102,2018-10-10,2.31
1103,2018-10-09,2.342
1104,2018-10-08,2.315
1105,2018-10-05,2.301
1106,2018-10-04,2.312
1107,2018-10-03,2.345
1108,2018-10-02,2.317
1109,2018-10-01,2.327
1110,2018-09-28,2.267
1111,2018-09-27,2.236
1112,2018-09-26,2.228
1113,2018-09-25,2.226
1114,2018-09-24,2.217
1115,2018-09-21,2.15
1116,2018-09-20,2.157
1117,2018-09-19,2.174
1118,2018-09-18,2.157
1119,2018-09-17,2.13
1120,2018-09-14,2.16
1121,2018-09-13,2.177
1122,2018-09-12,2.211
1123,2018-09-11,2.211
1124,2018-09-10,2.164
1125,2018-09-07,2.166
1126,2018-09-06,2.156
1127,2018-09-05,2.192
1128,2018-09-04,2.199
1129,2018-08-31,2.191
1130,2018-08-30,2.204
1131,2018-08-29,2.208
1132,2018-08-28,2.18
1133,2018-08-27,2.193
1134,2018-08-24,2.161
1135,2018-08-23,2.139
1136,2018-08-22,2.134
1137,2018-08-21,2.086
1138,2018-08-20,2.077
1139,2018-08-17,2.064
1140,2018-08-16,2.074
1141,2018-08-15,2.059
1142,2018-08-14,2.091
1143,2018-08-13,2.094
1144,2018-08-10,2.097
1145,2018-08-09,2.065
1146,2018-08-08,2.079
1147,2018-08-07,2.13
1148,2018-08-06,2.112
1149,2018-08-03,2.105
1150,2018-08-02,2.1
1151,2018-08-01,2.071
1152,2018-07-31,2.114
1153,2018-07-30,2.131
1154,2018-07-27,2.119
1155,2018-07-26,2.142
1156,2018-07-25,2.117
1157,2018-07-24,2.093
1158,2018-07-23,2.08
1159,2018-07-20,2.063
1160,2018-07-19,2.051
1161,2018-07-18,2.053
1162,2018-07-17,2.024
1163,2018-07-16,2.017
1164,2018-07-13,2.088
1165,2018-07-12,2.08
1166,2018-07-11,2.09
1167,2018-07-10,2.18
1168,2018-07-09,2.154
1169,2018-07-06,2.125
1170,2018-07-05,2.123
1171,2018-07-03,2.107
1172,2018-07-02,2.1
1173,2018-06-29,2.148
1174,2018-06-28,2.117
1175,2018-06-27,2.116
1176,2018-06-26,2.073
1177,2018-06-25,2.047
1178,2018-06-22,2.06
1179,2018-06-21,2.019
1180,2018-06-20,2.034
1181,2018-06-19,2.058
1182,2018-06-18,2.075
1183,2018-06-15,2.022
1184,2018-06-14,2.111
1185,2018-06-13,2.134
1186,2018-06-12,2.11
1187,2018-06-11,2.109
1188,2018-06-08,2.115
1189,2018-06-07,2.132
1190,2018-06-06,2.089
1191,2018-06-05,2.086
1192,2018-06-04,2.102
1193,2018-06-01,2.122
1194,2018-05-31,2.157
1195,2018-05-30,2.165
1196,2018-05-29,2.11
1197,2018-05-25,2.135
1198,2018-05-24,2.197
1199,2018-05-23,2.222
1200,2018-05-22,2.201
1201,2018-05-21,2.207
1202,2018-05-18,2.204
1203,2018-05-17,2.219
1204,2018-05-16,2.206
1205,2018-05-15,2.183
1206,2018-05-14,2.2
1207,2018-05-11,2.166
1208,2018-05-10,2.168
1209,2018-05-09,2.169
1210,2018-05-08,2.118
1211,2018-05-07,2.116
1212,2018-05-04,2.103
1213,2018-05-03,2.068
1214,2018-05-02,2.062
1215,2018-05-01,2.051
1216,2018-04-30,2.099
1217,2018-04-27,2.084
1218,2018-04-26,2.085
1219,2018-04-25,2.068
1220,2018-04-24,2.065
1221,2018-04-23,2.064
1222,2018-04-20,2.069
1223,2018-04-19,2.053
1224,2018-04-18,2.044
1225,2018-04-17,1.998
1226,2018-04-16,2.013
1227,2018-04-13,2.044
1228,2018-04-12,2.032
1229,2018-04-11,2.045
1230,2018-04-10,2.014
1231,2018-04-09,1.949
1232,2018-04-06,1.908
1233,2018-04-05,1.919
1234,2018-04-04,1.923
1235,2018-04-03,1.933
1236,2018-04-02,1.916
1237,2018-03-29,1.957
1238,2018-03-28,1.955
1239,2018-03-27,1.938
1240,2018-03-26,1.94
1241,2018-03-23,1.942
1242,2018-03-22,1.905
1243,2018-03-21,1.928
1244,2018-03-20,1.852
1245,2018-03-19,1.815
1246,2018-03-16,1.821
1247,2018-03-15,1.805
1248,2018-03-14,1.797
1249,2018-03-13,1.79
1250,2018-03-12,1.78
1251,2018-03-09,1.8
1252,2018-03-08,1.781
1253,2018-03-07,1.814
1254,2018-03-06,1.834
1255,2018-03-05,1.821
1256,2018-03-02,1.814
1257,2018-03-01,1.825
1258,2018-02-28,1.852
1259,2018-02-27,1.897
1260,2018-02-26,1.919
1261,2018-02-23,1.899
1262,2018-02-22,1.861
1263,2018-02-21,1.835
1264,2018-02-20,1.84
1265,2018-02-16,1.825
1266,2018-02-15,1.801
1267,2018-02-14,1.792
1268,2018-02-13,1.74
1269,2018-02-12,1.745
1270,2018-02-09,1.765
1271,2018-02-08,1.819
1272,2018-02-07,1.832
1273,2018-02-06,1.89
1274,2018-02-05,1.914
1275,2018-02-02,1.942
1276,2018-02-01,1.991
1277,2018-01-31,1.967
1278,2018-01-30,1.968
1279,2018-01-29,1.997
1280,2018-01-26,2.03
1281,2018-01-25,2.0
1282,2018-01-24,2.0
1283,2018-01-23,1.996
1284,2018-01-22,1.95
1285,2018-01-19,1.922
1286,2018-01-18,1.922
1287,2018-01-17,1.926
1288,2018-01-16,1.925
1289,2018-01-12,1.947
1290,2018-01-11,1.953
1291,2018-01-10,1.956
1292,2018-01-09,1.946
1293,2018-01-08,1.927
1294,2018-01-05,1.936
1295,2018-01-04,1.927
1296,2018-01-03,1.943
1297,2018-01-02,1.903
1298,2017-12-29,1.904
1299,2017-12-28,1.919
1300,2017-12-27,1.898
1301,2017-12-26,1.905
1302,2017-12-22,1.828
1303,2017-12-21,1.818
1304,2017-12-20,1.815
1305,2017-12-19,1.825
1306,2017-12-18,1.79
1307,2017-12-15,1.77
1308,2017-12-14,1.779
1309,2017-12-13,1.794
1310,2017-12-12,1.824
1311,2017-12-11,1.838
1312,2017-12-08,1.816
1313,2017-12-07,1.765
1314,2017-12-06,1.734
1315,2017-12-05,1.783
1316,2017-12-04,1.74
1317,2017-12-01,1.785
1318,2017-11-30,1.752
1319,2017-11-29,1.779
1320,2017-11-28,1.797
1321,2017-11-27,1.799
1322,2017-11-24,1.803
1323,2017-11-22,1.772
1324,2017-11-21,1.775
1325,2017-11-20,1.756
1326,2017-11-17,1.756
1327,2017-11-16,1.73
1328,2017-11-15,1.72
1329,2017-11-14,1.74
1330,2017-11-13,1.775
1331,2017-11-10,1.78
1332,2017-11-09,1.802
1333,2017-11-08,1.769
1334,2017-11-07,1.769
1335,2017-11-06,1.773
1336,2017-11-03,1.716
1337,2017-11-02,1.689
1338,2017-11-01,1.692
1339,2017-10-31,1.713
1340,2017-10-30,1.717
1341,2017-10-27,1.716
1342,2017-10-26,1.691
1343,2017-10-25,1.659
1344,2017-10-24,1.665
1345,2017-10-23,1.652
1346,2017-10-20,1.667
1347,2017-10-19,1.62
1348,2017-10-18,1.651
1349,2017-10-17,1.655
1350,2017-10-16,1.663
1351,2017-10-13,1.647
1352,2017-10-12,1.627
1353,2017-10-11,1.665
1354,2017-10-10,1.646
1355,2017-10-09,1.613
1356,2017-10-06,1.625
1357,2017-10-05,1.669
1358,2017-10-04,1.654
1359,2017-10-03,1.632
1360,2017-10-02,1.647
1361,2017-09-29,1.686
1362,2017-09-28,1.703
1363,2017-09-27,1.701
1364,2017-09-26,1.705
1365,2017-09-25,1.739
1366,2017-09-22,1.732
1367,2017-09-21,1.742
1368,2017-09-20,1.732
1369,2017-09-19,1.703
1370,2017-09-18,1.713
1371,2017-09-15,1.728
1372,2017-09-14,1.805
1373,2017-09-13,1.798
1374,2017-09-12,1.769
1375,2017-09-11,1.769
1376,2017-09-08,1.947
1377,2017-09-07,1.967
1378,2017-09-06,1.94
1379,2017-09-05,1.918
1380,2017-09-01,1.997
1381,2017-08-31,1.92
1382,2017-08-30,1.651
1383,2017-08-29,1.626
1384,2017-08-28,1.599
1385,2017-08-25,1.559
1386,2017-08-24,1.566
1387,2017-08-23,1.567
1388,2017-08-22,1.528
1389,2017-08-21,1.509
1390,2017-08-18,1.545
1391,2017-08-17,1.49
1392,2017-08-16,1.473
1393,2017-08-15,1.493
1394,2017-08-14,1.506
1395,2017-08-11,1.536
1396,2017-08-10,1.528
1397,2017-08-09,1.554
1398,2017-08-08,1.527
1399,2017-08-07,1.537
1400,2017-08-04,1.546
1401,2017-08-03,1.539
1402,2017-08-02,1.553
1403,2017-08-01,1.544
1404,2017-07-31,1.573
1405,2017-07-28,1.554
1406,2017-07-27,1.521
1407,2017-07-26,1.507
1408,2017-07-25,1.477
1409,2017-07-24,1.428
1410,2017-07-21,1.424
1411,2017-07-20,1.453
1412,2017-07-19,1.46
1413,2017-07-18,1.412
1414,2017-07-17,1.377
1415,2017-07-14,1.397
1416,2017-07-13,1.369
1417,2017-07-12,1.351
1418,2017-07-11,1.355
1419,2017-07-10,1.331
1420,2017-07-07,1.328
1421,2017-07-06,1.355
1422,2017-07-05,1.351
1423,2017-06-30,1.364
1424,2017-06-29,1.327
1425,2017-06-28,1.309
1426,2017-06-27,1.284
1427,2017-06-26,1.252
1428,2017-06-23,1.236
1429,2017-06-22,1.251
1430,2017-06-21,1.242
1431,2017-06-20,1.268
1432,2017-06-19,1.277
1433,2017-06-16,1.293
1434,2017-06-15,1.28
1435,2017-06-14,1.275
1436,2017-06-13,1.313
1437,2017-06-12,1.288
1438,2017-06-09,1.291
1439,2017-06-08,1.282
1440,2017-06-07,1.281
1441,2017-06-06,1.332
1442,2017-06-05,1.323
1443,2017-06-02,1.356
1444,2017-06-01,1.367
1445,2017-05-31,1.398
1446,2017-05-30,1.44
1447,2017-05-26,1.459
1448,2017-05-25,1.445
1449,2017-05-24,1.499
1450,2017-05-23,1.498
1451,2017-05-22,1.489
1452,2017-05-19,1.473
1453,2017-05-18,1.435
1454,2017-05-17,1.424
1455,2017-05-16,1.403
1456,2017-05-15,1.398
1457,2017-05-12,1.386
1458,2017-05-11,1.387
1459,2017-05-10,1.373
1460,2017-05-09,1.34
1461,2017-05-08,1.357
1462,2017-05-05,1.352
1463,2017-05-04,1.314
1464,2017-05-03,1.372
1465,2017-05-02,1.376
1466,2017-05-01,1.408
1467,2017-04-28,1.425
1468,2017-04-27,1.438
1469,2017-04-26,1.45
1470,2017-04-25,1.47
1471,2017-04-24,1.455
1472,2017-04-21,1.466
1473,2017-04-20,1.492
1474,2017-04-19,1.499
1475,2017-04-18,1.539
1476,2017-04-17,1.56
1477,2017-04-13,1.573
1478,2017-04-12,1.563
1479,2017-04-11,1.566
1480,2017-04-10,1.563
1481,2017-04-07,1.543
1482,2017-04-06,1.528
1483,2017-04-05,1.511
1484,2017-04-04,1.51
1485,2017-04-03,1.471
1486,2017-03-31,1.481
1487,2017-03-30,1.473
1488,2017-03-29,1.455
1489,2017-03-28,1.433
1490,2017-03-27,1.412
1491,2017-03-24,1.416
1492,2017-03-23,1.402
1493,2017-03-22,1.406
1494,2017-03-21,1.412
1495,2017-03-20,1.41
1496,2017-03-17,1.404
1497,2017-03-16,1.399
1498,2017-03-15,1.41
1499,2017-03-14,1.396
1500,2017-03-13,1.396
1501,2017-03-10,1.427
1502,2017-03-09,1.458
1503,2017-03-08,1.48
1504,2017-03-07,1.532
1505,2017-03-06,1.527
1506,2017-03-03,1.499
1507,2017-03-02,1.488
1508,2017-03-01,1.531
1509,2017-02-28,1.555
1510,2017-02-27,1.562
1511,2017-02-24,1.549
1512,2017-02-23,1.587
1513,2017-02-22,1.562
1514,2017-02-21,1.577
1515,2017-02-17,1.557
1516,2017-02-16,1.548
1517,2017-02-15,1.55
1518,2017-02-14,1.555
1519,2017-02-13,1.551
1520,2017-02-10,1.581
1521,2017-02-09,1.558
1522,2017-02-08,1.504
1523,2017-02-07,1.493
1524,2017-02-06,1.508
1525,2017-02-03,1.534
1526,2017-02-02,1.525
1527,2017-02-01,1.536
1528,2017-01-31,1.5
1529,2017-01-30,1.493
1530,2017-01-27,1.498
1531,2017-01-26,1.526
1532,2017-01-25,1.503
1533,2017-01-24,1.522
1534,2017-01-23,1.516
1535,2017-01-20,1.511
1536,2017-01-19,1.486
1537,2017-01-18,1.484
1538,2017-01-17,1.514
1539,2017-01-13,1.529
1540,2017-01-12,1.544
1541,2017-01-11,1.51
1542,2017-01-10,1.464
1543,2017-01-09,1.481
1544,2017-01-06,1.542
1545,2017-01-05,1.541
1546,2017-01-04,1.534
1547,2017-01-03,1.528
1548,2016-12-30,1.552
1549,2016-12-29,1.545
1550,2016-12-28,1.534
1551,2016-12-27,1.543
1552,2016-12-23,1.519
1553,2016-12-22,1.483
1554,2016-12-21,1.468
1555,2016-12-20,1.508
1556,2016-12-19,1.5
1557,2016-12-16,1.51
1558,2016-12-15,1.478
1559,2016-12-14,1.481
1560,2016-12-13,1.485
1561,2016-12-12,1.482
1562,2016-12-09,1.451
1563,2016-12-08,1.436
1564,2016-12-07,1.371
1565,2016-12-06,1.476
1566,2016-12-05,1.488
1567,2016-12-02,1.497
1568,2016-12-01,1.484
1569,2016-11-30,1.444
1570,2016-11-29,1.351
1571,2016-11-28,1.391
1572,2016-11-25,1.4
1573,2016-11-23,1.4
1574,2016-11-22,1.409
1575,2016-11-21,1.413
1576,2016-11-18,1.339
1577,2016-11-17,1.321
1578,2016-11-16,1.313
1579,2016-11-15,1.33
1580,2016-11-14,1.272
1581,2016-11-11,1.28
1582,2016-11-10,1.32
1583,2016-11-09,1.336
1584,2016-11-08,1.325
1585,2016-11-07,1.335
1586,2016-11-04,1.324
1587,2016-11-03,1.346
1588,2016-11-02,1.362
1589,2016-11-01,1.412
1590,2016-10-31,1.395
1591,2016-10-28,1.436
1592,2016-10-27,1.456
1593,2016-10-26,1.441
1594,2016-10-25,1.45
1595,2016-10-24,1.469
1596,2016-10-21,1.466
1597,2016-10-20,1.451
1598,2016-10-19,1.473
1599,2016-10-18,1.462
1600,2016-10-17,1.447
1601,2016-10-14,1.46
1602,2016-10-13,1.468
1603,2016-10-12,1.46
1604,2016-10-11,1.479
1605,2016-10-10,1.465
1606,2016-10-07,1.465
1607,2016-10-06,1.49
1608,2016-10-05,1.467
1609,2016-10-04,1.445
1610,2016-10-03,1.451
1611,2016-09-30,1.418
1612,2016-09-29,1.397
1613,2016-09-28,1.369
1614,2016-09-27,1.297
1615,2016-09-26,1.324
1616,2016-09-23,1.299
1617,2016-09-22,1.337
1618,2016-09-21,1.32
1619,2016-09-20,1.286
1620,2016-09-19,1.284
1621,2016-09-16,1.298
1622,2016-09-15,1.306
1623,2016-09-14,1.282
1624,2016-09-13,1.319
1625,2016-09-12,1.332
1626,2016-09-09,1.327
1627,2016-09-08,1.373
1628,2016-09-07,1.321
1629,2016-09-06,1.296
1630,2016-09-02,1.278
1631,2016-09-01,1.274
1632,2016-08-31,1.327
1633,2016-08-30,1.384
1634,2016-08-29,1.4
1635,2016-08-26,1.412
1636,2016-08-25,1.424
1637,2016-08-24,1.403
1638,2016-08-23,1.37
1639,2016-08-22,1.355
1640,2016-08-19,1.384
1641,2016-08-18,1.396
1642,2016-08-17,1.361
1643,2016-08-16,1.333
1644,2016-08-15,1.321
1645,2016-08-12,1.283
1646,2016-08-11,1.249
1647,2016-08-10,1.185
1648,2016-08-09,1.202
1649,2016-08-08,1.213
1650,2016-08-05,1.193
1651,2016-08-04,1.18
1652,2016-08-03,1.156
1653,2016-08-02,1.131
1654,2016-08-01,1.133
1655,2016-07-29,1.144
1656,2016-07-28,1.142
1657,2016-07-27,1.163
1658,2016-07-26,1.192
1659,2016-07-25,1.192
1660,2016-07-22,1.231
1661,2016-07-21,1.239
1662,2016-07-20,1.277
1663,2016-07-19,1.255
1664,2016-07-18,1.242
1665,2016-07-15,1.251
1666,2016-07-14,1.288
1667,2016-07-13,1.279
1668,2016-07-12,1.345
1669,2016-07-11,1.303
1670,2016-07-08,1.302
1671,2016-07-07,1.302
1672,2016-07-06,1.364
1673,2016-07-05,1.358
1674,2016-07-01,1.424
1675,2016-06-30,1.396
1676,2016-06-29,1.441
1677,2016-06-28,1.358
1678,2016-06-27,1.326
1679,2016-06-24,1.349
1680,2016-06-23,1.407
1681,2016-06-22,1.384
1682,2016-06-21,1.395
1683,2016-06-20,1.4
1684,2016-06-17,1.366
1685,2016-06-16,1.304
1686,2016-06-15,1.349
1687,2016-06-14,1.374
1688,2016-06-13,1.381
1689,2016-06-10,1.392
1690,2016-06-09,1.424
1691,2016-06-08,1.454
1692,2016-06-07,1.418
1693,2016-06-06,1.375
1694,2016-06-03,1.362
1695,2016-06-02,1.378
1696,2016-06-01,1.373
1697,2016-05-31,1.36
1698,2016-05-27,1.37
1699,2016-05-26,1.367
1700,2016-05-25,1.383
1701,2016-05-24,1.375
1702,2016-05-23,1.363
1703,2016-05-20,1.378
1704,2016-05-19,1.358
1705,2016-05-18,1.362
1706,2016-05-17,1.357
1707,2016-05-16,1.329
1708,2016-05-13,1.29
1709,2016-05-12,1.262
1710,2016-05-11,1.264
1711,2016-05-10,1.213
1712,2016-05-09,1.155
1713,2016-05-06,1.209
1714,2016-05-05,1.203
1715,2016-05-04,1.202
1716,2016-05-03,1.193
1717,2016-05-02,1.213
1718,2016-04-29,1.377
1719,2016-04-28,1.397
1720,2016-04-27,1.251
1721,2016-04-26,1.207
1722,2016-04-25,1.175
1723,2016-04-22,1.177
1724,2016-04-21,1.185
1725,2016-04-20,1.217
1726,2016-04-19,1.154
1727,2016-04-18,1.119
1728,2016-04-15,1.112
1729,2016-04-14,1.158
1730,2016-04-13,1.166
1731,2016-04-12,1.18
1732,2016-04-11,1.12
1733,2016-04-08,1.098
1734,2016-04-07,1.036
1735,2016-04-06,1.045
1736,2016-04-05,0.951
1737,2016-04-04,0.967
1738,2016-04-01,1.005
1739,2016-03-31,1.056
1740,2016-03-30,1.028
1741,2016-03-29,1.012
1742,2016-03-28,1.061
1743,2016-03-24,1.064
1744,2016-03-23,1.095
1745,2016-03-22,1.14
1746,2016-03-21,1.101
1747,2016-03-18,1.11
1748,2016-03-17,1.126
1749,2016-03-16,1.105
1750,2016-03-15,1.054
1751,2016-03-14,1.068
1752,2016-03-11,1.089
1753,2016-03-10,1.09
1754,2016-03-09,1.109
1755,2016-03-08,1.072
1756,2016-03-07,1.096
1757,2016-03-04,1.048
1758,2016-03-03,1.002
1759,2016-03-02,0.998
1760,2016-03-01,0.996
1761,2016-02-29,0.991
1762,2016-02-26,0.935
1763,2016-02-25,0.943
1764,2016-02-24,0.934
1765,2016-02-23,0.902
1766,2016-02-22,0.949
1767,2016-02-19,0.957
1768,2016-02-18,1.001
1769,2016-02-17,1.008
1770,2016-02-16,0.954
1771,2016-02-12,1.002
1772,2016-02-11,0.945
1773,2016-02-10,0.925
1774,2016-02-09,0.946
1775,2016-02-08,1.018
1776,2016-02-05,1.024
1777,2016-02-04,1.041
1778,2016-02-03,1.047
1779,2016-02-02,0.936
1780,2016-02-01,0.974
1781,2016-01-29,1.013
1782,2016-01-28,0.995
1783,2016-01-27,0.963
1784,2016-01-26,0.909
1785,2016-01-25,0.865
1786,2016-01-22,0.912
1787,2016-01-21,0.835
1788,2016-01-20,0.804
1789,2016-01-19,0.849
1790,2016-01-15,0.868
1791,2016-01-14,0.903
1792,2016-01-13,0.887
1793,2016-01-12,0.912
1794,2016-01-11,0.925
1795,2016-01-08,0.954
1796,2016-01-07,0.972
1797,2016-01-06,0.994
1798,2016-01-05,1.035
1799,2016-01-04,1.039
1800,2015-12-31,1.026
1801,2015-12-30,1.019
1802,2015-12-29,1.052
1803,2015-12-28,1.013
1804,2015-12-24,1.035
1805,2015-12-23,1.055
1806,2015-12-22,1.013
1807,2015-12-21,1.009
1808,2015-12-18,1.023
1809,2015-12-17,1.002
1810,2015-12-16,0.997
1811,2015-12-15,1.016
1812,2015-12-14,0.996
1813,2015-12-11,1.035
1814,2015-12-10,1.131
1815,2015-12-09,1.161
1816,2015-12-08,1.179
1817,2015-12-07,1.2
1818,2015-12-04,1.221
1819,2015-12-03,1.236
1820,2015-12-02,1.19
1821,2015-12-01,1.244
1822,2015-11-30,1.237
1823,2015-11-27,1.258
1824,2015-11-25,1.303
1825,2015-11-24,1.289
1826,2015-11-23,1.264
1827,2015-11-20,1.251
1828,2015-11-19,1.273
1829,2015-11-18,1.282
1830,2015-11-17,1.267
1831,2015-11-16,1.283
1832,2015-11-13,1.279
1833,2015-11-12,1.306
1834,2015-11-11,1.342
1835,2015-11-10,1.382
1836,2015-11-09,1.403
1837,2015-11-06,1.422
1838,2015-11-05,1.407
1839,2015-11-04,1.427
1840,2015-11-03,1.46
1841,2015-11-02,1.412
1842,2015-10-30,1.431
1843,2015-10-29,1.386
1844,2015-10-28,1.407
1845,2015-10-27,1.345
1846,2015-10-26,1.353
1847,2015-10-23,1.389
1848,2015-10-22,1.39
1849,2015-10-21,1.346
1850,2015-10-20,1.333
1851,2015-10-19,1.34
1852,2015-10-16,1.358
1853,2015-10-15,1.358
1854,2015-10-14,1.341
1855,2015-10-13,1.34
1856,2015-10-12,1.372
1857,2015-10-09,1.445
1858,2015-10-08,1.474
1859,2015-10-07,1.449
1860,2015-10-06,1.496
1861,2015-10-05,1.437
1862,2015-10-02,1.407
1863,2015-10-01,1.403
1864,2015-09-30,1.422
1865,2015-09-29,1.393
1866,2015-09-28,1.367
1867,2015-09-25,1.408
1868,2015-09-24,1.415
1869,2015-09-23,1.366
1870,2015-09-22,1.377
1871,2015-09-21,1.353
1872,2015-09-18,1.317
1873,2015-09-17,1.377
1874,2015-09-16,1.392
1875,2015-09-15,1.338
1876,2015-09-14,1.355
1877,2015-09-11,1.395
1878,2015-09-10,1.417
1879,2015-09-09,1.383
1880,2015-09-08,1.426
1881,2015-09-04,1.43
1882,2015-09-03,1.465
1883,2015-09-02,1.453
1884,2015-09-01,1.402
1885,2015-08-31,1.502
1886,2015-08-28,1.443
1887,2015-08-27,1.358
1888,2015-08-26,1.247
1889,2015-08-25,1.243
1890,2015-08-24,1.256
1891,2015-08-21,1.322
1892,2015-08-20,1.352
1893,2015-08-19,1.35
1894,2015-08-18,1.39
1895,2015-08-17,1.416
1896,2015-08-14,1.415
1897,2015-08-13,1.437
1898,2015-08-12,1.456
1899,2015-08-11,1.433
1900,2015-08-10,1.456
1901,2015-08-07,1.412
1902,2015-08-06,1.428
1903,2015-08-05,1.417
1904,2015-08-04,1.431
1905,2015-08-03,1.405
1906,2015-07-31,1.455
1907,2015-07-30,1.475
1908,2015-07-29,1.486
1909,2015-07-28,1.485
1910,2015-07-27,1.464
1911,2015-07-24,1.511
1912,2015-07-23,1.533
1913,2015-07-22,1.53
1914,2015-07-21,1.543
1915,2015-07-20,1.499
1916,2015-07-17,1.507
1917,2015-07-16,1.515
1918,2015-07-15,1.525
1919,2015-07-14,1.575
1920,2015-07-13,1.566
1921,2015-07-10,1.568
1922,2015-07-09,1.577
1923,2015-07-08,1.566
1924,2015-07-07,1.584
1925,2015-07-06,1.581
1926,2015-07-02,1.695
1927,2015-07-01,1.685
1928,2015-06-30,1.727
1929,2015-06-29,1.678
1930,2015-06-26,1.706
1931,2015-06-25,1.69
1932,2015-06-24,1.708
1933,2015-06-23,1.716
1934,2015-06-22,1.669
1935,2015-06-19,1.698
1936,2015-06-18,1.765
1937,2015-06-17,1.75
1938,2015-06-16,1.729
1939,2015-06-15,1.719
1940,2015-06-12,1.74
1941,2015-06-11,1.767
1942,2015-06-10,1.776
1943,2015-06-09,1.757
1944,2015-06-08,1.692
1945,2015-06-05,1.711
1946,2015-06-04,1.716
1947,2015-06-03,1.764
1948,2015-06-02,1.82
1949,2015-06-01,1.815
1950,2015-05-29,1.842
1951,2015-05-28,1.766
1952,2015-05-27,1.732
1953,2015-05-26,1.794
1954,2015-05-22,1.846
1955,2015-05-21,1.86
1956,2015-05-20,1.805
1957,2015-05-19,1.799
1958,2015-05-18,1.871
1959,2015-05-15,1.889
1960,2015-05-14,1.896
1961,2015-05-13,1.889
1962,2015-05-12,1.883
1963,2015-05-11,1.855
1964,2015-05-08,1.86
1965,2015-05-07,1.865
1966,2015-05-06,1.904
1967,2015-05-05,1.907
1968,2015-05-04,1.867
1969,2015-05-01,1.86
1970,2015-04-30,1.835
1971,2015-04-29,1.796
1972,2015-04-28,1.774
1973,2015-04-27,1.764
1974,2015-04-24,1.777
1975,2015-04-23,1.779
1976,2015-04-22,1.739
1977,2015-04-21,1.719
1978,2015-04-20,1.741
1979,2015-04-17,1.76
1980,2015-04-16,1.777
1981,2015-04-15,1.747
1982,2015-04-14,1.679
1983,2015-04-13,1.655
1984,2015-04-10,1.639
1985,2015-04-09,1.603
1986,2015-04-08,1.568
1987,2015-04-07,1.639
1988,2015-04-06,1.614
1989,2015-04-02,1.544
1990,2015-04-01,1.598
1991,2015-03-31,1.567
1992,2015-03-30,1.591
1993,2015-03-27,1.563
1994,2015-03-26,1.623
1995,2015-03-25,1.554
1996,2015-03-24,1.539
1997,2015-03-23,1.566
1998,2015-03-20,1.566
1999,2015-03-19,1.563
2000,2015-03-18,1.629
2001,2015-03-17,1.536
2002,2015-03-16,1.554
2003,2015-03-13,1.561
2004,2015-03-12,1.626
2005,2015-03-11,1.66
2006,2015-03-10,1.675
2007,2015-03-09,1.699
2008,2015-03-06,1.743
2009,2015-03-05,1.747
2010,2015-03-04,1.746
2011,2015-03-03,1.794
2012,2015-03-02,1.726
2013,2015-02-27,1.815
2014,2015-02-26,1.889
2015,2015-02-25,1.824
2016,2015-02-24,1.744
2017,2015-02-23,1.844
2018,2015-02-20,1.891
2019,2015-02-19,1.754
2020,2015-02-18,1.787
2021,2015-02-17,1.788
2022,2015-02-13,1.855
2023,2015-02-12,1.8
2024,2015-02-11,1.703
2025,2015-02-10,1.712
2026,2015-02-09,1.754
2027,2015-02-06,1.714
2028,2015-02-05,1.675
2029,2015-02-04,1.653
2030,2015-02-03,1.709
2031,2015-02-02,1.647
2032,2015-01-30,1.539
2033,2015-01-29,1.474
2034,2015-01-28,1.48
2035,2015-01-27,1.504
2036,2015-01-26,1.497
2037,2015-01-23,1.503
2038,2015-01-22,1.486
2039,2015-01-21,1.474
2040,2015-01-20,1.478
2041,2015-01-16,1.507
2042,2015-01-15,1.451
2043,2015-01-14,1.475
2044,2015-01-13,1.404
2045,2015-01-12,1.422
2046,2015-01-09,1.543
2047,2015-01-08,1.536
2048,2015-01-07,1.526
2049,2015-01-06,1.545
2050,2015-01-05,1.508
2051,2015-01-02,1.559
2052,2014-12-31,1.666
2053,2014-12-30,1.556
2054,2014-12-29,1.547
2055,2014-12-26,1.635
2056,2014-12-24,1.634
2057,2014-12-23,1.604
2058,2014-12-22,1.663
2059,2014-12-19,1.729
2060,2014-12-18,1.752
2061,2014-12-17,1.799
2062,2014-12-16,1.765
2063,2014-12-15,1.762
2064,2014-12-12,1.797
2065,2014-12-11,1.842
2066,2014-12-10,1.845
2067,2014-12-09,1.936
